scenario_id,p_seapar,mapped_coarse_smoothing,date,year,CHLF,common_support,s2_openwater_reference_candidate,common_support_segment_id,prediction
B1_2019_p_seapar_0.0,0,1000,2019-06-05,2019,1.4982800000000001,True,False,2019_segment_1,1.7339575290679932
B1_2019_p_seapar_0.0,0,1000,2019-06-06,2019,1.5709599999999999,True,True,2019_segment_1,1.7179136276245117
B1_2019_p_seapar_0.0,0,1000,2019-06-07,2019,2.22506,True,False,2019_segment_1,1.7032774686813354
B1_2019_p_seapar_0.0,0,1000,2019-06-08,2019,1.4647399999999999,True,True,2019_segment_1,1.6901085376739502
B1_2019_p_seapar_0.0,0,1000,2019-06-09,2019,1.0398499999999999,True,False,2019_segment_1,1.6784718036651611
B1_2019_p_seapar_0.0,0,1000,2019-06-10,2019,1.0566199999999999,True,False,2019_segment_1,1.6684387922286987
B1_2019_p_seapar_0.0,0,1000,2019-06-11,2019,1.1684399999999999,True,False,2019_segment_1,1.6600884199142456
B1_2019_p_seapar_0.0,0,1000,2019-06-12,2019,1.6633800000000001,True,False,2019_segment_1,1.6535067558288574
B1_2019_p_seapar_0.0,0,1000,2019-06-13,2019,1.5412999999999999,True,False,2019_segment_1,1.6487891674041748
B1_2019_p_seapar_0.0,0,1000,2019-06-14,2019,1.3581700000000001,True,False,2019_segment_1,1.6460399627685547
B1_2019_p_seapar_0.0,0,1000,2019-06-15,2019,1.6633800000000001,True,False,2019_segment_1,1.645374059677124
B1_2019_p_seapar_0.0,0,1000,2019-06-16,2019,1.32002,True,False,2019_segment_1,1.6469178199768066
B1_2019_p_seapar_0.0,0,1000,2019-06-17,2019,1.7244200000000001,True,False,2019_segment_1,1.6508097648620605
B1_2019_p_seapar_0.0,0,1000,2019-06-18,2019,3.2976000000000001,True,True,2019_segment_1,1.6572026014328003
B1_2019_p_seapar_0.0,0,1000,2019-06-19,2019,3.1624500000000002,True,False,2019_segment_1,1.6662633419036865
B1_2019_p_seapar_0.0,0,1000,2019-06-20,2019,3.06785,True,False,2019_segment_1,1.678175687789917
B1_2019_p_seapar_0.0,0,1000,2019-06-21,2019,2.59483,True,False,2019_segment_1,1.6931408643722534
B1_2019_p_seapar_0.0,0,1000,2019-06-22,2019,2.5678000000000001,True,False,2019_segment_1,1.7113794088363647
B1_2019_p_seapar_0.0,0,1000,2019-06-23,2019,3.0813600000000001,True,False,2019_segment_1,1.73313307762146
B1_2019_p_seapar_0.0,0,1000,2019-06-24,2019,2.5542899999999999,True,False,2019_segment_1,1.7586660385131836
B1_2019_p_seapar_0.0,0,1000,2019-06-25,2019,2.7935099999999999,True,False,2019_segment_1,1.7882677316665649
B1_2019_p_seapar_0.0,0,1000,2019-06-26,2019,2.4182600000000001,True,False,2019_segment_1,1.8222540616989136
B1_2019_p_seapar_0.0,0,1000,2019-06-27,2019,2.4391099999999999,True,False,2019_segment_1,1.8609700202941895
B1_2019_p_seapar_0.0,0,1000,2019-06-28,2019,1.8970899999999999,True,True,2019_segment_1,1.9047921895980835
B1_2019_p_seapar_0.0,0,1000,2019-06-29,2019,3.4085000000000001,True,False,2019_segment_1,1.954131007194519
B1_2019_p_seapar_0.0,0,1000,2019-06-30,2019,3.4918900000000002,True,False,2019_segment_1,2.0094332695007324
B1_2019_p_seapar_0.0,0,1000,2019-07-01,2019,8.6063299999999998,True,False,2019_segment_1,2.0711851119995117
B1_2019_p_seapar_0.0,0,1000,2019-07-02,2019,2.47038,True,False,2019_segment_1,2.1399147510528564
B1_2019_p_seapar_0.0,0,1000,2019-07-03,2019,10.0777,True,False,2019_segment_1,2.2161955833435059
B1_2019_p_seapar_0.0,0,1000,2019-07-04,2019,9.5450999999999997,True,False,2019_segment_1,2.3006491661071777
B1_2019_p_seapar_0.0,0,1000,2019-07-05,2019,8.0293600000000005,True,False,2019_segment_1,2.3939478397369385
B1_2019_p_seapar_0.0,0,1000,2019-07-06,2019,8.3570799999999998,True,False,2019_segment_1,2.4968185424804688
B1_2019_p_seapar_0.0,0,1000,2019-07-07,2019,7.6196900000000003,True,False,2019_segment_1,2.6100459098815918
B1_2019_p_seapar_0.0,0,1000,2019-07-08,2019,9.1354399999999991,True,False,2019_segment_1,2.7344739437103271
B1_2019_p_seapar_0.0,0,1000,2019-07-09,2019,4.6271699999999996,True,False,2019_segment_1,2.8710110187530518
B1_2019_p_seapar_0.0,0,1000,2019-07-10,2019,4.3254000000000001,True,False,2019_segment_1,3.0206298828125
B1_2019_p_seapar_0.0,0,1000,2019-07-11,2019,5.7940199999999997,True,True,2019_segment_1,3.1843719482421875
B1_2019_p_seapar_0.0,0,1000,2019-07-12,2019,6.6188599999999997,True,False,2019_segment_1,3.363347053527832
B1_2019_p_seapar_0.0,0,1000,2019-07-13,2019,6.8602800000000004,True,False,2019_segment_1,3.5587358474731445
B1_2019_p_seapar_0.0,0,1000,2019-07-14,2019,8.1076099999999993,True,False,2019_segment_1,3.7717885971069336
B1_2019_p_seapar_0.0,0,1000,2019-07-15,2019,9.3750499999999999,True,False,2019_segment_1,4.0038247108459473
B1_2019_p_seapar_0.0,0,1000,2019-07-16,2019,5.4650699999999999,True,False,2019_segment_1,4.2562289237976074
B1_2019_p_seapar_0.0,0,1000,2019-07-17,2019,6.5002399999999998,True,False,2019_segment_1,4.5304484367370605
B1_2019_p_seapar_0.0,0,1000,2019-07-18,2019,6.3632299999999997,True,True,2019_segment_1,4.8279852867126465
B1_2019_p_seapar_0.0,0,1000,2019-07-19,2019,6.1348799999999999,True,False,2019_segment_1,5.1503872871398926
B1_2019_p_seapar_0.0,0,1000,2019-07-20,2019,6.5002399999999998,True,False,2019_segment_1,5.4992351531982422
B1_2019_p_seapar_0.0,0,1000,2019-07-21,2019,6.7894699999999997,True,False,2019_segment_1,5.8761277198791504
B1_2019_p_seapar_0.0,0,1000,2019-07-22,2019,7.9532100000000003,True,False,2019_segment_1,6.2826619148254395
B1_2019_p_seapar_0.0,0,1000,2019-07-23,2019,8.6321399999999997,True,True,2019_segment_1,6.7204065322875977
B1_2019_p_seapar_0.0,0,1000,2019-07-24,2019,5.8679199999999998,True,False,2019_segment_1,7.1908736228942871
B1_2019_p_seapar_0.0,0,1000,2019-07-25,2019,6.5225999999999997,True,False,2019_segment_1,7.6954803466796875
B1_2019_p_seapar_0.0,0,1000,2019-07-26,2019,9.5777999999999999,True,True,2019_segment_1,8.235508918762207
B1_2019_p_seapar_0.0,0,1000,2019-07-27,2019,5.4072100000000001,True,False,2019_segment_1,8.8120527267456055
B1_2019_p_seapar_0.0,0,1000,2019-07-28,2019,7.0803000000000003,True,True,2019_segment_1,9.4259634017944336
B1_2019_p_seapar_0.0,0,1000,2019-07-29,2019,6.6195899999999996,True,False,2019_segment_1,10.077778816223145
B1_2019_p_seapar_0.0,0,1000,2019-07-30,2019,8.2439999999999998,True,False,2019_segment_1,10.767659187316895
B1_2019_p_seapar_0.0,0,1000,2019-07-31,2019,8.1256699999999995,True,False,2019_segment_1,11.495297431945801
B1_2019_p_seapar_0.0,0,1000,2019-08-01,2019,9.2301199999999994,True,False,2019_segment_1,12.259839057922363
B1_2019_p_seapar_0.0,0,1000,2019-08-02,2019,9.5456800000000008,True,True,2019_segment_1,13.059788703918457
B1_2019_p_seapar_0.0,0,1000,2019-08-03,2019,12.346299999999999,True,False,2019_segment_1,13.892916679382324
B1_2019_p_seapar_0.0,0,1000,2019-08-04,2019,11.517899999999999,True,False,2019_segment_1,14.756163597106934
B1_2019_p_seapar_0.0,0,1000,2019-08-05,2019,16.251300000000001,True,True,2019_segment_1,15.645557403564453
B1_2019_p_seapar_0.0,0,1000,2019-08-06,2019,25.572099999999999,True,False,2019_segment_1,16.556129455566406
B1_2019_p_seapar_0.0,0,1000,2019-08-07,2019,22.127300000000002,True,True,2019_segment_1,17.481847763061523
B1_2019_p_seapar_0.0,0,1000,2019-08-08,2019,18.651499999999999,True,False,2019_segment_1,18.415580749511719
B1_2019_p_seapar_0.0,0,1000,2019-08-09,2019,18.7135,True,False,2019_segment_1,19.349084854125977
B1_2019_p_seapar_0.0,0,1000,2019-08-10,2019,22.4376,True,False,2019_segment_1,20.273019790649414
B1_2019_p_seapar_0.0,0,1000,2019-08-11,2019,12.413600000000001,True,False,2019_segment_1,21.177019119262695
B1_2019_p_seapar_0.0,0,1000,2019-08-12,2019,13.4998,True,False,2019_segment_1,22.0498046875
B1_2019_p_seapar_0.0,0,1000,2019-08-13,2019,30.182500000000001,True,False,2019_segment_1,22.879367828369141
B1_2019_p_seapar_0.0,0,1000,2019-08-14,2019,25.755700000000001,True,False,2019_segment_1,23.653177261352539
B1_2019_p_seapar_0.0,0,1000,2019-08-15,2019,46.883499999999998,True,False,2019_segment_1,24.358486175537109
B1_2019_p_seapar_0.0,0,1000,2019-08-16,2019,24.910599999999999,True,False,2019_segment_1,24.982646942138672
B1_2019_p_seapar_0.0,0,1000,2019-08-17,2019,39.961599999999997,True,False,2019_segment_1,25.513504028320312
B1_2019_p_seapar_0.0,0,1000,2019-08-18,2019,27.647200000000002,True,False,2019_segment_1,25.939792633056641
B1_2019_p_seapar_0.0,0,1000,2019-08-19,2019,35.575099999999999,True,False,2019_segment_1,26.251556396484375
B1_2019_p_seapar_0.0,0,1000,2019-08-20,2019,19.279399999999999,True,False,2019_segment_1,26.440553665161133
B1_2019_p_seapar_0.0,0,1000,2019-08-21,2019,37.045400000000001,True,False,2019_segment_1,26.500631332397461
B1_2019_p_seapar_0.0,0,1000,2019-08-22,2019,25.7562,True,True,2019_segment_1,26.428028106689453
B1_2019_p_seapar_0.0,0,1000,2019-08-23,2019,41.676099999999998,True,False,2019_segment_1,26.221609115600586
B1_2019_p_seapar_0.0,0,1000,2019-08-24,2019,33.353000000000002,True,False,2019_segment_1,25.882991790771484
B1_2019_p_seapar_0.0,0,1000,2019-08-25,2019,29.236799999999999,True,True,2019_segment_1,25.416561126708984
B1_2019_p_seapar_0.0,0,1000,2019-08-26,2019,60.8949,True,False,2019_segment_1,24.829362869262695
B1_2019_p_seapar_0.0,0,1000,2019-08-27,2019,20.134,True,True,2019_segment_1,24.130880355834961
B1_2019_p_seapar_0.0,0,1000,2019-08-28,2019,58.387900000000002,True,False,2019_segment_1,23.332712173461914
B1_2019_p_seapar_0.0,0,1000,2019-08-29,2019,58.5319,True,False,2019_segment_1,22.448158264160156
B1_2019_p_seapar_0.0,0,1000,2019-08-30,2019,58.675800000000002,True,False,2019_segment_1,21.49174690246582
B1_2019_p_seapar_0.0,0,1000,2019-08-31,2019,25.717099999999999,True,False,2019_segment_1,20.478738784790039
B1_2019_p_seapar_0.0,0,1000,2019-09-01,2019,18.253699999999998,True,True,2019_segment_1,19.424619674682617
B1_2019_p_seapar_0.0,0,1000,2019-09-02,2019,10.6745,True,False,2019_segment_1,18.344621658325195
B1_2019_p_seapar_0.0,0,1000,2019-09-03,2019,20.482399999999998,True,False,2019_segment_1,17.253301620483398
B1_2019_p_seapar_0.0,0,1000,2019-09-04,2019,16.172999999999998,True,True,2019_segment_1,16.164178848266602
B1_2019_p_seapar_0.0,0,1000,2019-09-05,2019,44.1081,True,False,2019_segment_1,15.089459419250488
B1_2019_p_seapar_0.0,0,1000,2019-09-06,2019,12.902900000000001,True,True,2019_segment_1,14.039835929870605
B1_2019_p_seapar_0.0,0,1000,2019-09-07,2019,24.8171,True,False,2019_segment_1,13.024378776550293
B1_2019_p_seapar_0.0,0,1000,2019-09-08,2019,11.026999999999999,True,False,2019_segment_1,12.050500869750977
B1_2019_p_seapar_0.0,0,1000,2019-09-09,2019,10.165100000000001,True,False,2019_segment_1,11.123984336853027
B1_2019_p_seapar_0.0,0,1000,2019-09-10,2019,7.6478400000000004,True,False,2019_segment_1,10.249064445495605
B1_2019_p_seapar_0.0,0,1000,2019-09-11,2019,5.1599899999999996,True,False,2019_segment_1,9.4285507202148438
B1_2019_p_seapar_0.0,0,1000,2019-09-12,2019,6.6711299999999998,True,False,2019_segment_1,8.6639814376831055
B1_2019_p_seapar_0.0,0,1000,2019-09-13,2019,5.2336999999999998,True,False,2019_segment_1,7.9557857513427734
B1_2019_p_seapar_0.0,0,1000,2019-09-14,2019,7.0581300000000002,True,False,2019_segment_1,7.3034572601318359
B1_2019_p_seapar_0.0,0,1000,2019-09-15,2019,6.4131299999999998,True,False,2019_segment_1,6.705721378326416
B1_2019_p_seapar_0.0,0,1000,2019-09-16,2019,6.0998400000000004,True,False,2019_segment_1,6.1606960296630859
B1_2019_p_seapar_0.0,0,1000,2019-09-17,2019,16.944500000000001,True,False,2019_segment_1,5.6660361289978027
B1_2019_p_seapar_0.0,0,1000,2019-09-18,2019,17.962199999999999,True,False,2019_segment_1,5.2190656661987305
B1_2019_p_seapar_0.0,0,1000,2019-09-19,2019,20.7608,True,False,2019_segment_1,4.8168907165527344
B1_2019_p_seapar_0.0,0,1000,2019-09-20,2019,19.844899999999999,True,False,2019_segment_1,4.4564962387084961
B1_2019_p_seapar_0.0,0,1000,2019-09-21,2019,19.081600000000002,True,False,2019_segment_1,4.1348223686218262
B1_2019_p_seapar_0.0,0,1000,2019-09-22,2019,27.782800000000002,True,False,2019_segment_1,3.8488326072692871
B1_2019_p_seapar_0.0,0,1000,2019-09-23,2019,21.524100000000001,True,False,2019_segment_1,3.5955610275268555
B1_2019_p_seapar_0.0,0,1000,2019-09-24,2019,11.264699999999999,True,False,2019_segment_1,3.3721516132354736
B1_2019_p_seapar_0.0,0,1000,2019-09-25,2019,1.7599199999999999,True,False,2019_segment_1,3.1758840084075928
B1_2019_p_seapar_0.0,0,1000,2019-09-26,2019,0.95194400000000001,True,True,2019_segment_1,3.0041935443878174
B1_2019_p_seapar_0.0,0,1000,2019-09-27,2019,1.05772,True,False,2019_segment_1,2.8546814918518066
B1_2019_p_seapar_0.0,0,1000,2019-09-28,2019,1.0018899999999999,True,False,2019_segment_1,2.725121021270752
B1_2019_p_seapar_0.0,0,1000,2019-09-29,2019,1.2633799999999999,True,False,2019_segment_1,2.6134567260742188
B1_2019_p_seapar_0.0,0,1000,2019-09-30,2019,2.5561500000000001,True,False,2019_segment_1,2.5178036689758301
B1_2019_p_seapar_0.0,0,1000,2019-10-01,2019,1.1282300000000001,True,True,2019_segment_1,2.4364399909973145
B1_2019_p_seapar_0.0,0,1000,2019-10-02,2019,1.1282300000000001,True,False,2019_segment_1,2.3678004741668701
B1_2019_p_seapar_0.0,0,1000,2019-10-03,2019,1.0488999999999999,True,False,2019_segment_1,2.3104681968688965
B1_2019_p_seapar_0.0,0,1000,2019-10-04,2019,2.6580499999999998,True,True,2019_segment_1,2.2631640434265137
B1_2019_p_seapar_0.0,0,1000,2019-10-05,2019,1.04009,True,False,2019_segment_1,2.2247383594512939
B1_2019_p_seapar_0.0,0,1000,2019-10-06,2019,1.2839499999999999,True,False,2019_segment_1,2.1941592693328857
B1_2019_p_seapar_0.0,0,1000,2019-10-07,2019,0.86967700000000003,True,False,2019_segment_1,2.1705043315887451
B1_2019_p_seapar_0.0,0,1000,2019-10-08,2019,0.91668700000000003,True,False,2019_segment_1,2.1529507637023926
B1_2019_p_seapar_0.0,0,1000,2019-10-09,2019,7.9379099999999996,True,False,2019_segment_1,2.140765905380249
B1_2019_p_seapar_0.0,0,1000,2019-10-10,2019,6.0206999999999997,True,False,2019_segment_1,2.1332991123199463
B1_2019_p_seapar_0.0,0,1000,2019-10-11,2019,6.8111300000000004,True,False,2019_segment_1,2.1299738883972168
B1_2019_p_seapar_0.0,0,1000,2019-10-12,2019,11.507400000000001,True,False,2019_segment_1,2.1302802562713623
B1_2019_p_seapar_0.0,0,1000,2019-10-13,2019,10.8933,True,False,2019_segment_1,2.1337676048278809
B1_2019_p_seapar_0.0,0,1000,2019-10-14,2019,7.0129400000000004,True,False,2019_segment_1,2.1400389671325684
B1_2019_p_seapar_0.0,0,1000,2019-10-15,2019,10.1915,True,False,2019_segment_1,2.1487452983856201
B1_2019_p_seapar_0.0,0,1000,2019-10-16,2019,5.7852600000000001,True,False,2019_segment_1,2.1595797538757324
B1_2019_p_seapar_0.0,0,1000,2019-10-17,2019,7.5342900000000004,True,False,2019_segment_1,2.1722733974456787
B1_2019_p_seapar_0.0,0,1000,2019-10-18,2019,5.2302799999999996,True,False,2019_segment_1,2.1865906715393066
B1_2019_p_seapar_0.0,0,1000,2019-10-19,2019,6.6261400000000004,True,True,2019_segment_1,2.2023258209228516
B1_2019_p_seapar_0.0,0,1000,2019-10-20,2019,6.5588699999999998,True,False,2019_segment_1,2.2192995548248291
B1_2019_p_seapar_0.0,0,1000,2019-10-21,2019,5.8188899999999997,True,False,2019_segment_1,2.2373549938201904
B1_2019_p_seapar_0.0,0,1000,2019-10-22,2019,3.19095,True,False,2019_segment_1,2.256356954574585
B1_2019_p_seapar_0.0,0,1000,2019-10-23,2019,3.0886800000000001,True,False,2019_segment_1,2.2761869430541992
B1_2019_p_seapar_0.0,0,1000,2019-10-24,2019,3.2364999999999999,True,False,2019_segment_1,2.2967429161071777
B1_2019_p_seapar_0.0,0,1000,2019-10-25,2019,3.7227800000000002,True,False,2019_segment_1,2.317936897277832
B1_2019_p_seapar_0.0,0,1000,2019-10-26,2019,4.1216400000000002,True,False,2019_segment_1,2.3396921157836914
B1_2019_p_seapar_0.0,0,1000,2019-10-27,2019,3.3955000000000002,True,False,2019_segment_1,2.3619434833526611
B1_2019_p_seapar_0.0,0,1000,2019-10-28,2019,3.8148200000000001,True,False,2019_segment_1,2.3846344947814941
B1_2019_p_seapar_0.0,0,1000,2019-10-29,2019,3.18072,True,True,2019_segment_1,2.4077167510986328
B1_2019_p_seapar_0.0,0,1000,2019-10-30,2019,3.7432300000000001,True,False,2019_segment_1,2.4311490058898926
B1_2019_p_seapar_0.0,0,1000,2019-10-31,2019,4.4898300000000004,True,True,2019_segment_1,2.4548959732055664
B1_2019_p_seapar_0.0,0,1000,2019-11-01,2019,3.1284700000000001,True,False,2019_segment_1,2.4789280891418457
B1_2019_p_seapar_0.0,0,1000,2019-11-02,2019,3.11496,True,False,2019_segment_1,2.5032193660736084
B1_2019_p_seapar_0.0,0,1000,2019-11-03,2019,3.1014599999999999,True,True,2019_segment_1,2.5277485847473145
B1_2019_p_seapar_0.0,0,1000,2019-11-04,2019,3.0879500000000002,True,False,2019_segment_1,2.5524976253509521
B1_2019_p_seapar_0.0,0,1000,2019-11-05,2019,3.0060899999999999,True,True,2019_segment_1,2.5774509906768799
B1_2019_p_seapar_0.0,0,1000,2019-11-06,2019,2.9394,True,False,2019_segment_1,2.6025960445404053
B1_2019_p_seapar_0.0,0,1000,2019-11-07,2019,2.8727,True,False,2019_segment_1,2.6279218196868896
B1_2019_p_seapar_0.0,0,1000,2019-11-08,2019,2.8060100000000001,True,False,2019_segment_1,2.6534194946289062
B1_2019_p_seapar_0.0,0,1000,2019-11-09,2019,2.7393100000000001,True,False,2019_segment_1,2.6790814399719238
B1_2019_p_seapar_0.0,0,1000,2019-11-10,2019,2.6726200000000002,True,False,2019_segment_1,2.7049012184143066
B1_2019_p_seapar_0.0,0,1000,2019-11-11,2019,2.6059199999999998,True,False,2019_segment_1,2.7308735847473145
B1_2019_p_seapar_0.0,0,1000,2019-11-12,2019,2.5392299999999999,True,False,2019_segment_1,2.7569940090179443
B1_2019_p_seapar_0.0,0,1000,2019-11-13,2019,2.4725299999999999,True,False,2019_segment_1,2.7832586765289307
B1_2019_p_seapar_0.0,0,1000,2019-11-14,2019,2.40584,True,False,2019_segment_1,2.8096644878387451
B1_2019_p_seapar_0.0,0,1000,2019-11-15,2019,2.3391500000000001,True,False,2019_segment_1,2.8362083435058594
B1_2019_p_seapar_0.0,0,1000,2019-11-16,2019,2.2724500000000001,True,False,2019_segment_1,2.8628876209259033
B1_2019_p_seapar_0.0,0,1000,2019-11-17,2019,2.2057600000000002,True,False,2019_segment_1,2.8896999359130859
B1_2019_p_seapar_0.0,0,1000,2019-11-18,2019,2.1390600000000002,True,False,2019_segment_1,2.9166429042816162
B1_2019_p_seapar_0.0,0,1000,2019-11-19,2019,2.0723699999999998,True,False,2019_segment_1,2.9437146186828613
B1_2019_p_seapar_0.0,0,1000,2019-11-20,2019,2.0420099999999999,True,False,2019_segment_1,2.9709126949310303
B1_2019_p_seapar_0.0,0,1000,2019-11-21,2019,2.0116499999999999,True,False,2019_segment_1,2.9982352256774902
B1_2019_p_seapar_0.0,0,1000,2019-11-22,2019,1.9812799999999999,True,False,2019_segment_1,3.025679349899292
B1_2019_p_seapar_0.0,0,1000,2019-11-23,2019,1.95092,True,False,2019_segment_1,3.0532431602478027
B1_2019_p_seapar_0.0,0,1000,2019-11-24,2019,1.92056,True,False,2019_segment_1,3.0809237957000732
B1_2019_p_seapar_0.0,0,1000,2019-11-25,2019,1.8902000000000001,True,False,2019_segment_1,3.1087188720703125
B1_2019_p_seapar_0.0,0,1000,2019-11-26,2019,1.8598399999999999,True,False,2019_segment_1,3.1366250514984131
B1_2019_p_seapar_0.0,0,1000,2019-11-27,2019,1.82948,True,False,2019_segment_1,3.1646394729614258
B1_2019_p_seapar_0.0,0,1000,2019-11-28,2019,1.7991200000000001,True,False,2019_segment_1,3.1927587985992432
B1_2019_p_seapar_0.0,0,1000,2019-11-29,2019,1.76875,True,False,2019_segment_1,3.2209794521331787
B1_2019_p_seapar_0.0,0,1000,2019-11-30,2019,1.7383900000000001,True,True,2019_segment_1,3.2492976188659668
B1_2019_p_seapar_0.0,0,1000,2019-12-01,2019,1.7080299999999999,True,False,2019_segment_1,3.2777090072631836
B1_2019_p_seapar_0.0,0,1000,2019-12-02,2019,1.67767,True,False,2019_segment_1,3.3062098026275635
B1_2019_p_seapar_0.0,0,1000,2019-12-03,2019,1.6473100000000001,True,False,2019_segment_1,3.3347949981689453
B1_2019_p_seapar_0.0,0,1000,2019-12-04,2019,1.6169500000000001,True,False,2019_segment_1,3.3634600639343262
