analysis_classification,protocol_version,repository_code_commit,preperformance_manifest_payload_sha256,outer_test_year,training_year,candidate_p_seapar,candidate_year_status,candidate_year_failure_reason,reconstruction_status,reconstruction_failure_reason,rmse,q05_reference,q95_reference,q95_minus_q05,nrmse,n_pointwise_evaluation_dates,sparse_input_checksum,requested_p_seapar,requested_p_seapar_float64_hex,effective_p_seapar,effective_p_seapar_float64_hex,p_seapar_array_dtype,p_seapar_exactly_materialized,outer_test_reference_used,tuning_metric,equal_year_weighting,event_metrics_used_for_tuning,global_peak_metrics_used_for_tuning,controlled_gap_results_used_for_tuning
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2021,0.59999999999999998,ok,,ok,,4.6556199190050949,1.2662899999999999,23.422599999999999,22.156309999999998,0.21012614099572968,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,0.59999999999999998,0x1.3333333333333p-1,0.59999999999999998,0x1.3333333333333p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2022,0.59999999999999998,ok,,ok,,5.5310021104448941,1.513585,18.3184,16.804815000000001,0.32913198452020409,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,0.59999999999999998,0x1.3333333333333p-1,0.59999999999999998,0x1.3333333333333p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2023,0.59999999999999998,ok,,ok,,1.8991716992347258,0.94453010000000004,11.606679999999999,10.662149899999999,0.17812277233456697,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,0.59999999999999998,0x1.3333333333333p-1,0.59999999999999998,0x1.3333333333333p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2025,0.59999999999999998,ok,,ok,,8.3115072833463088,1.3806750000000001,31.359949999999998,29.979274999999998,0.27724177063475713,203,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,0.59999999999999998,0x1.3333333333333p-1,0.59999999999999998,0x1.3333333333333p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2019,0.69999999999999996,ok,,ok,,7.5848747605833724,1.0535319999999999,29.615079999999978,28.561547999999977,0.26556245342806273,198,c1fce98fe738d8b89dcb11a541f83318d275b5a393d0f938282da04a5d0c969e,0.69999999999999996,0x1.6666666666666p-1,0.69999999999999996,0x1.6666666666666p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2020,0.69999999999999996,ok,,ok,,5.3516546184802056,1.0936710000000001,22.145129999999998,21.051458999999998,0.25421775367114491,247,d769a648b9b255e555a38a812963907a63d098837cf409dda4cc1fe5ab4821fc,0.69999999999999996,0x1.6666666666666p-1,0.69999999999999996,0x1.6666666666666p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2021,0.69999999999999996,ok,,ok,,4.6538094232589629,1.2662899999999999,23.422599999999999,22.156309999999998,0.21004442631733186,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,0.69999999999999996,0x1.6666666666666p-1,0.69999999999999996,0x1.6666666666666p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2022,0.69999999999999996,ok,,ok,,5.5718245267507402,1.513585,18.3184,16.804815000000001,0.33156119402389966,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,0.69999999999999996,0x1.6666666666666p-1,0.69999999999999996,0x1.6666666666666p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2023,0.69999999999999996,ok,,ok,,1.899063469890482,0.94453010000000004,11.606679999999999,10.662149899999999,0.17811262153521984,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,0.69999999999999996,0x1.6666666666666p-1,0.69999999999999996,0x1.6666666666666p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2025,0.69999999999999996,ok,,ok,,8.310998787956283,1.3806750000000001,31.359949999999998,29.979274999999998,0.27722480907080921,203,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,0.69999999999999996,0x1.6666666666666p-1,0.69999999999999996,0x1.6666666666666p-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2019,0.80000000000000004,ok,,ok,,7.6022979837499163,1.0535319999999999,29.615079999999978,28.561547999999977,0.26617247719731163,198,c1fce98fe738d8b89dcb11a541f83318d275b5a393d0f938282da04a5d0c969e,0.80000000000000004,0x1.999999999999ap-1,0.80000000000000004,0x1.999999999999ap-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2020,0.80000000000000004,ok,,ok,,5.3548204539517013,1.0936710000000001,22.145129999999998,21.051458999999998,0.25436813923214074,247,d769a648b9b255e555a38a812963907a63d098837cf409dda4cc1fe5ab4821fc,0.80000000000000004,0x1.999999999999ap-1,0.80000000000000004,0x1.999999999999ap-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2021,0.80000000000000004,ok,,ok,,4.6553186757936498,1.2662899999999999,23.422599999999999,22.156309999999998,0.21011254472399285,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,0.80000000000000004,0x1.999999999999ap-1,0.80000000000000004,0x1.999999999999ap-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2022,0.80000000000000004,ok,,ok,,5.5924258154628701,1.513585,18.3184,16.804815000000001,0.33278710985291238,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,0.80000000000000004,0x1.999999999999ap-1,0.80000000000000004,0x1.999999999999ap-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2023,0.80000000000000004,ok,,ok,,1.9006379390610835,0.94453010000000004,11.606679999999999,10.662149899999999,0.17826029054994655,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,0.80000000000000004,0x1.999999999999ap-1,0.80000000000000004,0x1.999999999999ap-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2025,0.80000000000000004,ok,,ok,,8.3107819492197343,1.3806750000000001,31.359949999999998,29.979274999999998,0.2772175761161581,203,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,0.80000000000000004,0x1.999999999999ap-1,0.80000000000000004,0x1.999999999999ap-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2019,0.90000000000000002,ok,,ok,,7.7309847831697027,1.0535319999999999,29.615079999999978,28.561547999999977,0.27067807330224919,198,c1fce98fe738d8b89dcb11a541f83318d275b5a393d0f938282da04a5d0c969e,0.90000000000000002,0x1.ccccccccccccdp-1,0.90000000000000002,0x1.ccccccccccccdp-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2020,0.90000000000000002,ok,,ok,,5.357158966017793,1.0936710000000001,22.145129999999998,21.051458999999998,0.25447922474246526,247,d769a648b9b255e555a38a812963907a63d098837cf409dda4cc1fe5ab4821fc,0.90000000000000002,0x1.ccccccccccccdp-1,0.90000000000000002,0x1.ccccccccccccdp-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2021,0.90000000000000002,ok,,ok,,4.6588162573926262,1.2662899999999999,23.422599999999999,22.156309999999998,0.21027040411479289,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,0.90000000000000002,0x1.ccccccccccccdp-1,0.90000000000000002,0x1.ccccccccccccdp-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2022,0.90000000000000002,ok,,ok,,5.610013362852003,1.513585,18.3184,16.804815000000001,0.33383368771700267,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,0.90000000000000002,0x1.ccccccccccccdp-1,0.90000000000000002,0x1.ccccccccccccdp-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2023,0.90000000000000002,ok,,ok,,1.9006823560302029,0.94453010000000004,11.606679999999999,10.662149899999999,0.17826445640481972,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,0.90000000000000002,0x1.ccccccccccccdp-1,0.90000000000000002,0x1.ccccccccccccdp-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2025,0.90000000000000002,ok,,ok,,8.3119470005377387,1.3806750000000001,31.359949999999998,29.979274999999998,0.27725643800718125,203,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,0.90000000000000002,0x1.ccccccccccccdp-1,0.90000000000000002,0x1.ccccccccccccdp-1,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2019,1,ok,,ok,,7.7744444400484243,1.0535319999999999,29.615079999999978,28.561547999999977,0.27219968749762552,198,c1fce98fe738d8b89dcb11a541f83318d275b5a393d0f938282da04a5d0c969e,1,0x1.0000000000000p+0,1,0x1.0000000000000p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2020,1,ok,,ok,,5.3571924568595879,1.0936710000000001,22.145129999999998,21.051458999999998,0.2544808156460599,247,d769a648b9b255e555a38a812963907a63d098837cf409dda4cc1fe5ab4821fc,1,0x1.0000000000000p+0,1,0x1.0000000000000p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2021,1,ok,,ok,,4.6601235158438969,1.2662899999999999,23.422599999999999,22.156309999999998,0.21032940574689096,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,1,0x1.0000000000000p+0,1,0x1.0000000000000p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2022,1,ok,,ok,,5.6287582150949822,1.513585,18.3184,16.804815000000001,0.33494913303686957,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,1,0x1.0000000000000p+0,1,0x1.0000000000000p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2023,1,ok,,ok,,1.9006932417065727,0.94453010000000004,11.606679999999999,10.662149899999999,0.17826547736930362,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,1,0x1.0000000000000p+0,1,0x1.0000000000000p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2024,2025,1,ok,,ok,,8.3136740105172517,1.3806750000000001,31.359949999999998,29.979274999999998,0.27731404480319327,203,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,1,0x1.0000000000000p+0,1,0x1.0000000000000p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2019,0,ok,,ok,,7.3884622087138965,1.0535319999999999,29.615079999999978,28.561547999999977,0.25868563597161831,198,c1fce98fe738d8b89dcb11a541f83318d275b5a393d0f938282da04a5d0c969e,0,0x0.0p+0,0,0x0.0p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2020,0,ok,,ok,,4.9018290970543541,1.0936710000000001,22.145129999999998,21.051458999999998,0.23284985126467267,247,d769a648b9b255e555a38a812963907a63d098837cf409dda4cc1fe5ab4821fc,0,0x0.0p+0,0,0x0.0p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2021,0,ok,,ok,,4.1746723364046039,1.2662899999999999,23.422599999999999,22.156309999999998,0.18841911565619926,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,0,0x0.0p+0,0,0x0.0p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2022,0,ok,,ok,,5.2991367497861681,1.513585,18.3184,16.804815000000001,0.3153344294350261,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,0,0x0.0p+0,0,0x0.0p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2023,0,ok,,ok,,1.8976207054507006,0.94453010000000004,11.606679999999999,10.662149899999999,0.17797730506965587,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,0,0x0.0p+0,0,0x0.0p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2024,0,ok,,ok,,3.6165555358314405,1.3134375,17.630824999999998,16.317387499999999,0.22163814739531318,186,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,0,0x0.0p+0,0,0x0.0p+0,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2019,0.10000000000000001,ok,,ok,,7.3799982736522303,1.0535319999999999,29.615079999999978,28.561547999999977,0.25838929576408942,198,c1fce98fe738d8b89dcb11a541f83318d275b5a393d0f938282da04a5d0c969e,0.10000000000000001,0x1.999999999999ap-4,0.10000000000000001,0x1.999999999999ap-4,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2020,0.10000000000000001,ok,,ok,,5.3236766173881716,1.0936710000000001,22.145129999999998,21.051458999999998,0.25288872459567635,247,d769a648b9b255e555a38a812963907a63d098837cf409dda4cc1fe5ab4821fc,0.10000000000000001,0x1.999999999999ap-4,0.10000000000000001,0x1.999999999999ap-4,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2021,0.10000000000000001,ok,,ok,,4.3682487907518706,1.2662899999999999,23.422599999999999,22.156309999999998,0.19715597004879742,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,0.10000000000000001,0x1.999999999999ap-4,0.10000000000000001,0x1.999999999999ap-4,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2022,0.10000000000000001,ok,,ok,,5.3894506346189814,1.513585,18.3184,16.804815000000001,0.32070871560436581,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,0.10000000000000001,0x1.999999999999ap-4,0.10000000000000001,0x1.999999999999ap-4,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2023,0.10000000000000001,ok,,ok,,1.8971772706477461,0.94453010000000004,11.606679999999999,10.662149899999999,0.17793571544588266,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,0.10000000000000001,0x1.999999999999ap-4,0.10000000000000001,0x1.999999999999ap-4,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2024,0.10000000000000001,ok,,ok,,3.6008579547274833,1.3134375,17.630824999999998,16.317387499999999,0.22067613180893592,186,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,0.10000000000000001,0x1.999999999999ap-4,0.10000000000000001,0x1.999999999999ap-4,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2019,0.20000000000000001,ok,,ok,,7.3968664071364802,1.0535319999999999,29.615079999999978,28.561547999999977,0.25897988467349481,198,c1fce98fe738d8b89dcb11a541f83318d275b5a393d0f938282da04a5d0c969e,0.20000000000000001,0x1.999999999999ap-3,0.20000000000000001,0x1.999999999999ap-3,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2020,0.20000000000000001,ok,,ok,,5.329255806439372,1.0936710000000001,22.145129999999998,21.051458999999998,0.25315375083690744,247,d769a648b9b255e555a38a812963907a63d098837cf409dda4cc1fe5ab4821fc,0.20000000000000001,0x1.999999999999ap-3,0.20000000000000001,0x1.999999999999ap-3,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2021,0.20000000000000001,ok,,ok,,4.6128865264615335,1.2662899999999999,23.422599999999999,22.156309999999998,0.20819741764136421,215,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,0.20000000000000001,0x1.999999999999ap-3,0.20000000000000001,0x1.999999999999ap-3,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2022,0.20000000000000001,ok,,ok,,5.3780437224567974,1.513585,18.3184,16.804815000000001,0.32002992728315049,200,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,0.20000000000000001,0x1.999999999999ap-3,0.20000000000000001,0x1.999999999999ap-3,float64,True,False,withheld_day_nrmse,True,False,False,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2025,2023,0.20000000000000001,ok,,ok,,1.8982325122570107,0.94453010000000004,11.606679999999999,10.662149899999999,0.17803468625563132,196,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,0.20000000000000001,0x1.999999999999ap-3,0.20000000000000001,0x1.999999999999ap-3,float64,True,False,withheld_day_nrmse,True,False,False,False
